filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._11_in_B-Flat_Minor/musicxml_cleaned.musicxml.midi",0,0,FALSE,TRUE,2,1024,9,3,2.4217848375318500,1.4708084763221100
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._11_in_B-Flat_Minor/musicxml_cleaned.musicxml.midi",1,0,FALSE,TRUE,2,1024,4,3,2.474506696756580,2.1318035943601500
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/musicxml_cleaned.musicxml.midi",0,0,FALSE,TRUE,2,1024,1,1,2.427680214435590,2.835217574769580
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/musicxml_cleaned.musicxml.midi",1,0,FALSE,TRUE,2,1024,20,7,2.3483287129492400,2.690025806562240
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/musicxml_cleaned.musicxml.midi",2,0,FALSE,TRUE,0,1024,9,7,2.4150852428021100,2.8195775386354500
"Eval-subsets/ATEPP-1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._1,_Pour_les_cinq_doigts/tude_1_-_Pour_les_cinq_doigts_-_daprs_Monsieur_Czerny__Claude_Debussy.mxl.midi",0,0,FALSE,TRUE,4,1024,18,7,2.709280456467720,1.9284476896885400
"Eval-subsets/ATEPP-1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._1,_Pour_les_cinq_doigts/tude_1_-_Pour_les_cinq_doigts_-_daprs_Monsieur_Czerny__Claude_Debussy.mxl.midi",1,0,FALSE,TRUE,2,1024,11,7,2.7104793272684800,1.8856068023489400
"Eval-subsets/ATEPP-1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._2,_Pour_les_tierces/tude_2_-_Pour_les_Tierces_-_Claude_Debussy.mxl.midi",0,0,FALSE,TRUE,4,1024,12,3,2.4398428613403600,2.2025606563609800
"Eval-subsets/ATEPP-1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._2,_Pour_les_tierces/tude_2_-_Pour_les_Tierces_-_Claude_Debussy.mxl.midi",1,0,FALSE,TRUE,2,1024,9,3,2.6431400164601100,2.2076925560681100
"Eval-subsets/ATEPP-1/Claude_Debussy/12_Etudes,_Book_1,_L._136/No._3,_Pour_les_quartes/tude_3_-_Pour_les_Quartes__Claude_Debussy.mxl.midi",0,0,FALSE,TRUE,4,1024,17,3,2.322314050497380,2.6188599720109400
